location name,nws shef id,usgs id,latitude,longitude,wfo,rfc,state,county,wrr,timezone,inundation,elevation,action stage,flood stage,moderate flood stage,major flood stage,flood stage unit,coeid,hydrograph page,pedts,in service,hemisphere,low water threshold value / units,forecast status,display low water impacts,low flow display,give data attribution,attribution wording,fema wms,probabilistic site,weekly chance probabilistic enabled,short-term probabilistic enabled,chance of exceeding probabilistic enabled,nrldb vertical datum name,nrldb vertical datum,navd88 vertical datum,ngvd29 vertical datum,msl vertical datum,other vertical datum
Alcovy River above Covington,ACYG1,2208450,33.63938889,-83.7784167,FFC,SERFC,GA,Newton,,EST5EDT,FALSE,,9,12,16,20,ft,,https://water.noaa.gov/gauges/ACYG1,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NAVD88,645.92,,,,
New Jersey Atlantic Coast at Atlantic City (ocean front) (IN MLLW),ACYN4,,39.3567,-74.4183,PHI,MARFC,NJ,Atlantic,,EST5EDT,FALSE,,-9999,6,7,8,ft,,https://water.noaa.gov/gauges/ACYN4,HMIRP,TRUE,,-2 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,NOAA National Ocean Service,,FALSE,FALSE,FALSE,FALSE,MLLW*,0,,,,
Alameda Creek below Calaveras Creek near Sunol,ACZC1,11173510,37.5035472,-121.8246774,MTR,CNRFC,CA,Alameda,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/ACZC1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Salt Creek (KS) near Ada,ADAK1,6876700,39.13916667,-97.83666667,TOP,MBRFC,KS,Ottawa,,CST6CDT,FALSE,,13,18,20,24,ft,,https://water.noaa.gov/gauges/ADAK1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",TRUE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,1248.07,,,,
Grand River at Ada,ADAM4,4118105,42.9569741,-85.4775228,GRR,NCRFC,MI,Kent,,EST5EDT,FALSE,,17,20,22,25,ft,,https://water.noaa.gov/gauges/ADAM4,HGIRZ,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,603.51,,,,
Sun River below Diversion Dam near Augusta,ADDM8,,47.61944444,-112.6911111,TFX,MBRFC,MT,Lewis and Clark,,MST7MDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/ADDM8,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Cow Creek (OK) near Addington,ADDO2,7313585,34.245,-97.974167,OUN,ABRFC,OK,Jefferson,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/ADDO2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,896.12,,,,
Langham Creek at Addicks Reservoir,ADDT2,8073000,29.79111111,-95.62333333,HGX,WGRFC,TX,Harris,,CST6CDT,FALSE,,93,96,-9999,-9999,ft,,https://water.noaa.gov/gauges/ADDT2,HPIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,0,,,,
North Raccoon River near Adel IA 44--IFC,ADEI4,,41.688393,-94.035011,DMX,NCRFC,IA,Dallas,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/ADEI4,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Iowa Flood Center,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Cedar Run near Aden,ADEV2,,38.61508,-77.55342,LWX,MARFC,VA,Prince William,,EST5EDT,FALSE,,9,10,15,20,ft,,https://water.noaa.gov/gauges/ADEV2,HGIRR,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,VT Occoquan Monitoring Laboratory,,FALSE,FALSE,FALSE,FALSE,,,,,,
Adak at Adak Tide Gage,ADKA2,,51.86333333,-176.6316667,AFC,APRFC,AK,Aleutians West,,AST9ADT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/ADKA2,HMIRG,TRUE,,0 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,NOAA/NOS,,FALSE,FALSE,FALSE,FALSE,,,,,,
Arroyo de la Laguna at Verona,ADLC1,11176900,37.62659915,-121.8830126,MTR,CNRFC,CA,Alameda,,PST8PDT,FALSE,,15,15,17,-9999,ft,,https://water.noaa.gov/gauges/ADLC1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Arkansas River near Avondale,ADLC2,7109500,38.24805799,-104.3991356,PUB,ABRFC,CO,Pueblo,,MST7MDT,FALSE,,6,7,10,12,ft,,https://water.noaa.gov/gauges/ADLC2,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,Data courtesy of U.S. Geological Survey,,TRUE,TRUE,FALSE,TRUE,NGVD29,4509.53,,,,
Little River (SW Georgia) near Adel (SR 37),ADLG1,2318000,31.155,-83.54361111,TAE,SERFC,GA,Cook,,EST5EDT,FALSE,,187,189,193,195,ft,,https://water.noaa.gov/gauges/ADLG1,HGIRG,TRUE,,175.3 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,,,,,,
Eel River (IN) near Logansport (Adamsboro),ADMI3,3328500,40.78194444,-86.26388889,IWX,OHRFC,IN,Cass,,EST5EDT,FALSE,,7,9,11,12.4,ft,,https://water.noaa.gov/gauges/ADMI3,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,the USGS (03328500),,FALSE,FALSE,FALSE,FALSE,NAVD88,621.01,,,,
Raccoon Creek at Adamsville,ADMO1,3202000,38.87361111,-82.35583333,RLX,OHRFC,OH,Gallia,,EST5EDT,FALSE,,19,21,24,28,ft,,https://water.noaa.gov/gauges/ADMO1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,TRUE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,569.33,,,,
Adams Bayou at SH 87,ADMT2,8030800,30.0934,-93.7497,LCH,WGRFC,TX,Orange,,CST6CDT,FALSE,,3.5,4,5,6,ft,,https://water.noaa.gov/gauges/ADMT2,HGIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
White River (IN) at Raible Avenue in Anderson,ADNI3,3348130,40.1106,-85.7108,IND,OHRFC,IN,Madison,,EST5EDT,FALSE,,8,10,15,18,ft,,https://water.noaa.gov/gauges/ADNI3,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,816.1,,,,
Tuscarora Creek at South Addison,ADNN6,1525981,42.07222222,-77.2988889,BGM,MARFC,NY,Steuben,,EST5EDT,FALSE,,8,9,11,13,ft,,https://water.noaa.gov/gauges/ADNN6,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1078.45,,,,
Chehalis River near Adna,ADNW1,12021800,46.62583333,-123.1005556,SEW,NWRFC,WA,Lewis,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/ADNW1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Middle Fork Tygart Valley River at Adolph,ADOW2,3051100,38.7459407,-80.04562,RLX,OHRFC,WV,Randolph,,EST5EDT,FALSE,,9,10,11,14,ft,,https://water.noaa.gov/gauges/ADOW2,HGIRZ,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,2296.16,,,,
River Raisin near Adrian,ADRM4,4176000,41.90416667,-83.98055556,DTX,NCRFC,MI,Lenawee,,EST5EDT,FALSE,,13,18,19,20,ft,,https://water.noaa.gov/gauges/ADRM4,HGIRG,TRUE,,0 ft,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,,,,,,
Crabtree Creek at Anderson Drive,ADRN7,208731190,35.821111,-78.6341667,RAH,SERFC,NC,Wake,,EST5EDT,FALSE,,15,16,18,20,ft,,https://water.noaa.gov/gauges/ADRN7,HGIRR,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,186.47,,,,
Black River near Andrews,ADRS1,2136030,33.490278,-79.544833,ILM,SERFC,SC,Georgetown,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/ADRS1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Middle Fork Tygart Valley River at Audra,ADRW2,3052000,39.03954454,-80.0681352,RLX,OHRFC,WV,Barbour,,EST5EDT,FALSE,,8,10,11,15,ft,,https://water.noaa.gov/gauges/ADRW2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,TRUE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1669.4,,,,
Wild Rice River (MN) near Ada,ADSM5,5063000,47.26277778,-96.50027778,FGF,NCRFC,MN,Norman,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/ADSM5,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Minnesota DNR,,FALSE,FALSE,TRUE,FALSE,NGVD29,890.1,,,,
Arroyo Las Positas above El Charro Rd,AECC1,,37.69524,-121.84506,MTR,CNRFC,CA,Alameda,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AECC1,HGIRZ,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,This link will take you to...,,FALSE,FALSE,FALSE,FALSE,,,,,,
Walnut Creek (KS) above Alexander 4W,AERK1,7141770,38.46472222,-99.62222222,DDC,ABRFC,KS,Ness,,CST6CDT,FALSE,,29,31,33,35,ft,,https://water.noaa.gov/gauges/AERK1,,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NGVD29,2068.19,,,,
South Skunk River near Ames US 30,AESI4,5471000,42.0082222,-93.5959722,DMX,NCRFC,IA,Story,,CST6CDT,FALSE,,19,21.5,23.5,24.5,ft,,https://water.noaa.gov/gauges/AESI4,HGIRP,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,857.86,,,,
Red River at Alexandria,AEXL1,,31.30888889,-92.43916667,LCH,LMRFC,LA,Rapides,,CST6CDT,FALSE,,28,32,36,40,ft,,https://water.noaa.gov/gauges/AEXL1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Army Corps of Engineers,,TRUE,TRUE,TRUE,TRUE,NGVD29,44.26,,,,
Fox River at Algonquin tailwater,AFBI2,5550001,42.16194444,-88.29388889,LOT,NCRFC,IL,McHenry,,CST6CDT,FALSE,,9,9.5,10.5,12,ft,,https://water.noaa.gov/gauges/AFBI2,HGIRG,TRUE,,4 ft,"Forecasts are issued as needed during times of high water, but are not routinely available.",TRUE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,719.22,,,,
Adobe Creek above Foothill College,AFCC1,,37.358,-122.128,MTR,CNRFC,CA,Santa Clara,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AFCC1,HGIRG,TRUE,,0 ft,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,SCVWD,,FALSE,FALSE,FALSE,FALSE,,,,,,
Foot Creek near Aberdeen,AFCS2,6471800,45.51916667,-98.57722222,ABR,MBRFC,SD,Brown,,CST6CDT,FALSE,,8,9,-9999,-9999,ft,,https://water.noaa.gov/gauges/AFCS2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1319.13,,,,
Agua Fria River near Humboldt,AFHA3,9512450,34.48527778,-112.2375,FGZ,CBRFC,AZ,Yavapai,,MST7,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AFHA3,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,4400,,,,
Agua Fria River near Mayer,AFMA3,9512500,34.31527778,-112.0633333,FGZ,CBRFC,AZ,Yavapai,,MST7,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AFMA3,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,3434,,,,
American Fork River near American Fork,AFPU1,10164500,40.4477297,-111.6821472,SLC,CBRFC,UT,Utah,,MST7MDT,FALSE,,8.2,8.5,8.7,9,ft,,https://water.noaa.gov/gauges/AFPU1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,5950,,,,
Agua Fria River near Rock Springs,AFRA3,9512800,34.01555556,-112.1679378,PSR,CBRFC,AZ,Yavapai,,MST7MST,FALSE,,15,16,19,24,ft,,https://water.noaa.gov/gauges/AFRA3,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NGVD29,1800,,,,
Eastern Idaho Reservoirs at American Falls,AFRI1,,42.77889,-112.87694,PIH,NWRFC,ID,Power,,MST7MDT,FALSE,,4354.55,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AFRI1,HPIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Bureau of Reclamation,,FALSE,FALSE,TRUE,FALSE,,,,,,
Amite River Basin at Sandy Creek at Forbes Rd near Greenwell Springs,AFRL1,7377243,30.62111111,-90.98222222,LIX,LMRFC,LA,East Baton Rouge,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AFRL1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Alum Creek at Africa,AFRO1,3228805,40.18228495,-82.9615711,ILN,OHRFC,OH,Delaware,,EST5EDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AFRO1,HTIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,USGS/US Army Corps,,FALSE,FALSE,FALSE,FALSE,NGVD29,822,,,,
Four Mile Run at Alexandria,AFRV2,1652500,38.84333333,-77.08583333,LWX,MARFC,VA,Arlington,,EST5EDT,FALSE,,6,12,15,18,ft,,https://water.noaa.gov/gauges/AFRV2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,27.66,,,,
Rock River at Afton,AFTW3,5430500,42.6136111,-89.0716667,MKX,NCRFC,WI,Rock,,CST6CDT,TRUE,,8,9,11.1,12.2,ft,,https://water.noaa.gov/gauges/AFTW3,HGIRA,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,742.14,,,,
East Fork Des Moines River near Algona Hwy B63--IFC,AGAI4,,42.951322,-94.2335,DMX,NCRFC,IA,Kossuth,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AGAI4,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Iowa Flood Center,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Walnut River at Augusta,AGAK1,7146895,37.67055556,-96.98,ICT,ABRFC,KS,Butler,,CST6CDT,FALSE,,21,23,28,36,ft,,https://water.noaa.gov/gauges/AGAK1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,1194.802,,,,
Sonoma Creek at Agua Caliente,AGCC1,11458500,38.32324705,-122.4944258,MTR,CNRFC,CA,Sonoma,,PST8PDT,FALSE,,16,-9999,17.5,-9999,ft,,https://water.noaa.gov/gauges/AGCC1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
St Clair River at Algonac,AGCM4,,42.61583333,-82.54361111,DTX,NCRFC,MI,St. Clair,,EST5EDT,FALSE,,577.33,578.02,-9999,578.22,ft,,https://water.noaa.gov/gauges/AGCM4,HMIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Silver Creek at Sioux Falls,AGCS2,6482010,43.60222222,-96.73138889,FSD,MBRFC,SD,Minnehaha,,CST6CDT,FALSE,,5,6,8.5,10,ft,,https://water.noaa.gov/gauges/AGCS2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,1421.09,,,,
Asotin Creek above George Creek,AGCW1,,46.32305556,-117.135,OTX,NWRFC,WA,Asotin,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AGCW1,HGIRG,TRUE,,0 ft,Forecasts are not available. Only observed stages are available for this point.,FALSE,TRUE,TRUE,35D100,,FALSE,FALSE,FALSE,FALSE,,,,,,
Thief River above Agassiz NWR @ JD 11,AGDM5,,48.31111111,-96.05805556,FGF,NCRFC,MN,Marshall,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AGDM5,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Fish & Wildlife Service,,FALSE,FALSE,FALSE,FALSE,NGVD29,0,,,,
Arroyo Grande Creek at 22nd Street Bridge,AGGC1,,35.09555556,-120.6072222,LOX,CNRFC,CA,San Luis Obispo,,GMT0GMT,FALSE,,29,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AGGC1,HGIRR,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,San Luis Obispo County Public Works,,FALSE,FALSE,FALSE,FALSE,,,,,,
East Fork Des Moines River near Algona,AGNI4,5478265,43.08266667,-94.2305556,DMX,NCRFC,IA,Kossuth,,CST6CDT,FALSE,,13,17,18,22,ft,,https://water.noaa.gov/gauges/AGNI4,HGIRP,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,1098.78,,,,
Rogue River near Agness,AGNO3,14372300,42.5784422,-124.0581443,MFR,NWRFC,OR,Curry,,PST8PDT,FALSE,,20,25,-9999,-9999,ft,,https://water.noaa.gov/gauges/AGNO3,HGIRG,TRUE,,0 ft,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NGVD29,113.81,,,,
Thief River at Agassiz Pool,AGPM5,,48.325,-95.98694444,FGF,NCRFC,MN,Marshall,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AGPM5,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Fish & Wildlife Service,,FALSE,FALSE,FALSE,FALSE,NGVD29,0,,,,
Escatawpa River above Wilmer,AGRA1,2479500,30.862222,-88.417778,MOB,LMRFC,AL,Mobile,,CST6CDT,FALSE,,-9999,23,-9999,-9999,ft,,https://water.noaa.gov/gauges/AGRA1,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Cedar River near St. Ansgar,AGRI4,,43.3554,-92.9252,ARX,NCRFC,IA,Mitchell,,CST6CDT,FALSE,,1101,1104,-9999,-9999,ft,,https://water.noaa.gov/gauges/AGRI4,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,Iowa Flood Center,,FALSE,FALSE,FALSE,FALSE,NAVD88,0,,,,
Skunk River at Augusta,AGSI4,5474000,40.7544,-91.275399,DVN,NCRFC,IA,Des Moines,,CST6CDT,FALSE,,14,15,17,20,ft,,https://water.noaa.gov/gauges/AGSI4,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NGVD29,521.24,,,,
Whitewater River (KS) at Augusta,AGSK1,7147190,37.6797,-96.99638,ICT,ABRFC,KS,Butler,,CST6CDT,FALSE,,19,21,25,30,ft,,https://water.noaa.gov/gauges/AGSK1,HGIRG,TRUE,, ,"Forecasts are issued as needed during times of high water, but are not routinely available.",FALSE,FALSE,TRUE,Observations courtesy of U.S. Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,1198.3,,,,
Sun River above Augusta,AGSM8,,47.60166667,-112.7536111,TFX,MBRFC,MT,Lewis and Clark,,MST7MDT,FALSE,,4724,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AGSM8,HPIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
Middle River at Argyle,AGYM5,5087500,48.34027778,-96.81611111,FGF,NCRFC,MN,Marshall,,CST6CDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AGYM5,HGIRP,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,TRUE,FALSE,NAVD88,829.94,,,,
Platte River near Agency,AGYM7,6820500,39.688028,-94.702611,EAX,MBRFC,MO,Buchanan,,CST6CDT,FALSE,,15,20,25,30,ft,,https://water.noaa.gov/gauges/AGYM7,HGIRG,TRUE,,4 ft,"Forecasts are issued as needed during times of high water, but are not routinely available.",TRUE,FALSE,TRUE,US Geological Survey,,TRUE,TRUE,TRUE,TRUE,NAVD88,808.31,,,,
Alhambra Creek at Ward St,AHCC1,,38.016778,-122.13588,MTR,CNRFC,CA,Contra Costa,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AHCC1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,TRUE,FALSE,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,,,,
South Anna River near Ashland,AHLV2,1672500,37.79666667,-77.54916667,AKQ,MARFC,VA,Hanover,,EST5EDT,FALSE,,11,12,-9999,-9999,ft,,https://water.noaa.gov/gauges/AHLV2,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,82.7,,,,
Arroyo Hondo near San Jose,AHOC1,11173200,37.46160337,-121.769397,MTR,CNRFC,CA,Santa Clara,,PST8PDT,FALSE,,-9999,-9999,-9999,-9999,ft,,https://water.noaa.gov/gauges/AHOC1,HGIRG,TRUE,, ,Forecasts are issued routinely year-round.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Shoal Creek at West 12th Street,AHOT2,8156800,30.27638889,-97.75,EWX,WGRFC,TX,Travis,,CST6CDT,FALSE,,5,7,10,12,ft,,https://water.noaa.gov/gauges/AHOT2,HGIRG,TRUE,, ,"Graphical forecasts are not available during times of high water, forecast crest information can be found in the local WFO web page.",FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,,,,,,
Ahoskie Creek at Ahoskie,AHSN7,2053500,36.28027778,-76.99944444,AKQ,SERFC,NC,Hertford,,EST5EDT,FALSE,,9,10.5,12.5,15,ft,,https://water.noaa.gov/gauges/AHSN7,HGIRG,TRUE,, ,Forecasts are not available. Only observed stages are available for this point.,FALSE,FALSE,TRUE,US Geological Survey,,FALSE,FALSE,FALSE,FALSE,NAVD88,16.3,,,,
